rs value	gene name
rs141452231	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs115244935	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs181970108	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs185725181	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs188767611	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs181553190	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs4838836	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs138321987	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs186034048	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs140981313	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs188491995	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs181261625	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs4838838	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs185807812	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs13056254	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs191055360	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs7290572	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs183640576	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs187374922	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs150229652	"<dd>
<span>IL17REL : Missense Variant</span>
</dd>"
rs59992738	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs138890091	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs73445983	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs146369374	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs138462927	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs116969132	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs9617090	"<dd>
<span>IL17REL : Missense Variant</span>
</dd>"
rs143091006	"<dd>
<span>IL17REL : Missense Variant</span>
</dd>"
rs149302070	"<dd>
<span>IL17REL : Synonymous Variant</span>
</dd>"
rs182975550	"<dd>
<span>IL17REL : Missense Variant</span>
</dd>"
rs187606663	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs191686029	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs137845	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs9617098	"<dd>
<span>IL17REL : Synonymous Variant</span>
</dd>"
rs183335849	"<dd>
<span>IL17REL : Missense Variant</span>
</dd>"
rs139138549	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs7291439	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs5771184	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs137847	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs5771186	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs116816299	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs150524418	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs137848	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs139521624	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs149709365	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs147829212	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs9617104	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs141413790	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs145314207	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs73445991	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs187464245	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs192720151	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs5771081	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs5771082	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs143239417	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs13056642	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs114068801	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs79142910	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs11101950	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs184550332	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs5771192	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs148316130	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs189297193	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs192649403	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs140510207	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs184268574	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs137849	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs6537633	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs188992476	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs137850	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs181121019	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs186555450	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs12159928	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs12168233	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs137851	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs137853	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs116972251	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs74637806	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs180856220	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs186088069	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs190944872	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs137854	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs137855	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs9617113	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs77633392	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs148629912	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs183464052	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs137856	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs185963537	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs190677040	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs137857	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs141218020	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs4327324	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs116111215	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs182786111	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs59247911	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs188262288	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs147400246	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs192790294	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs139705271	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs182778991	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs117552742	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs137858	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs114606021	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs5771222	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs137859	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs66520758	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs186757979	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs116589949	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs111231752	N/A
rs192352429	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs137862	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs78199392	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs184733826	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs137863	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs147628840	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs76643926	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs139626737	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs114592430	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs149764551	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs137864	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs145724174	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs1883289	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs137865	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs137866	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs113811476	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs148951280	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs193118464	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs185328836	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs114386419	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs145735914	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs7291872	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs189781492	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs36007448	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs35290412	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs35631333	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs5771245	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs181367758	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs146606880	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs183680412	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs188351863	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs71196396	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs73183310	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs74815518	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs5771254	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs137867	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs181803006	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs12171069	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs141326433	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs145115152	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs137868	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs137869	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs71196397	N/A
rs137870	N/A
rs137871	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs12161089	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs186449948	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs79641456	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs56044646	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs192123798	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs141586094	"<dd>
<span>IL17REL : Intron Variant</span>
</dd>"
rs150081506	"<dd>
<span>IL17REL : Non Coding Transcript Variant</span>
</dd>"
rs34538339	N/A
rs181819142	"<dd>
<span>IL17REL : Non Coding Transcript Variant</span>
</dd>"
rs147390461	"<dd>
<span>IL17REL : Non Coding Transcript Variant</span>
</dd>"
rs139561366	"<dd>
<span>IL17REL : Non Coding Transcript Variant</span>
</dd>"
rs137873	"<dd>
<span>IL17REL : Non Coding Transcript Variant</span>
</dd>"
rs35662398	"<dd>
<span>IL17REL : Non Coding Transcript Variant</span>
</dd>"
rs186925678	"<dd>
<span>IL17REL : Non Coding Transcript Variant</span>
</dd>"
rs713669	"<dd>
<span>IL17REL : Non Coding Transcript Variant</span>
</dd>"
rs191344782	"<dd>
<span>IL17REL : Non Coding Transcript Variant</span>
</dd>"
rs183102815	"<dd>
<span>IL17REL : Non Coding Transcript Variant</span>
</dd>"
rs137875	"<dd>
<span>IL17REL : Non Coding Transcript Variant</span>
</dd>"
rs143585980	"<dd>
<span>IL17REL : Non Coding Transcript Variant</span>
</dd>"
rs137876	"<dd>
<span>IL17REL : Non Coding Transcript Variant</span>
</dd>"
rs11409859	"<dd>
<span>IL17REL : Non Coding Transcript Variant</span>
</dd>"
rs114490444	"<dd>
<span>IL17REL : 2KB Upstream Variant</span>
</dd>"
rs186482622	"<dd>
<span>IL17REL : 2KB Upstream Variant</span>
</dd>"
rs118116626	"<dd>
<span>IL17REL : 2KB Upstream Variant</span>
</dd>"
rs10427884	"<dd>
<span>IL17REL : 2KB Upstream Variant</span>
</dd>"
rs144060863	"<dd>
<span>IL17REL : 2KB Upstream Variant</span>
</dd>"
rs148685006	"<dd>
<span>IL17REL : 2KB Upstream Variant</span>
</dd>"
rs113243952	"<dd>
<span>IL17REL : 2KB Upstream Variant</span>
</dd>"
rs137877	"<dd>
<span>IL17REL : 2KB Upstream Variant</span>
</dd>"
rs6010223	"<dd>
<span>IL17REL : 2KB Upstream Variant</span>
</dd>"
rs5771299	"<dd>
<span>IL17REL : 2KB Upstream Variant</span>
</dd>"
rs182343153	"<dd>
<span>IL17REL : 2KB Upstream Variant</span>
</dd>"
rs7291940	"<dd>
<div class=""gray"">None</div>
</dd>"
rs187717047	"<dd>
<div class=""gray"">None</div>
</dd>"
rs7292393	"<dd>
<div class=""gray"">None</div>
</dd>"
rs5771120	"<dd>
<div class=""gray"">None</div>
</dd>"
rs193134436	"<dd>
<div class=""gray"">None</div>
</dd>"
rs117793875	"<dd>
<div class=""gray"">None</div>
</dd>"
rs7292558	"<dd>
<div class=""gray"">None</div>
</dd>"
rs79699132	"<dd>
<div class=""gray"">None</div>
</dd>"
rs151245957	"<dd>
<div class=""gray"">None</div>
</dd>"
rs73893113	"<dd>
<div class=""gray"">None</div>
</dd>"
rs114818655	"<dd>
<div class=""gray"">None</div>
</dd>"
rs115578656	"<dd>
<div class=""gray"">None</div>
</dd>"
rs117937837	"<dd>
<div class=""gray"">None</div>
</dd>"
rs9617051	"<dd>
<div class=""gray"">None</div>
</dd>"
rs115701765	"<dd>
<div class=""gray"">None</div>
</dd>"
rs116153593	"<dd>
<div class=""gray"">None</div>
</dd>"
rs185196081	"<dd>
<div class=""gray"">None</div>
</dd>"
rs9617130	"<dd>
<div class=""gray"">None</div>
</dd>"
rs141307718	"<dd>
<div class=""gray"">None</div>
</dd>"
rs13058164	"<dd>
<div class=""gray"">None</div>
</dd>"
rs188457801	"<dd>
<div class=""gray"">None</div>
</dd>"
rs5771300	"<dd>
<div class=""gray"">None</div>
</dd>"
rs145092487	"<dd>
<div class=""gray"">None</div>
</dd>"
rs76633057	"<dd>
<div class=""gray"">None</div>
</dd>"
rs116962676	"<dd>
<div class=""gray"">None</div>
</dd>"
rs192842698	"<dd>
<div class=""gray"">None</div>
</dd>"
rs113763235	"<dd>
<div class=""gray"">None</div>
</dd>"
rs143841231	"<dd>
<div class=""gray"">None</div>
</dd>"
rs184213092	"<dd>
<div class=""gray"">None</div>
</dd>"
rs115047786	"<dd>
<div class=""gray"">None</div>
</dd>"
rs148193201	"<dd>
<div class=""gray"">None</div>
</dd>"
rs188103302	"<dd>
<div class=""gray"">None</div>
</dd>"
rs75725302	"<dd>
<div class=""gray"">None</div>
</dd>"
rs142672086	"<dd>
<div class=""gray"">None</div>
</dd>"
rs111945172	"<dd>
<div class=""gray"">None</div>
</dd>"
rs180871906	"<dd>
<div class=""gray"">None</div>
</dd>"
rs183952436	"<dd>
<div class=""gray"">None</div>
</dd>"
rs137976867	"<dd>
<div class=""gray"">None</div>
</dd>"
rs8137782	"<dd>
<div class=""gray"">None</div>
</dd>"
rs190586156	"<dd>
<div class=""gray"">None</div>
</dd>"
rs78270429	"<dd>
<div class=""gray"">None</div>
</dd>"
rs114018864	"<dd>
<div class=""gray"">None</div>
</dd>"
rs118096977	"<dd>
<span>TTLL8 : 500B Downstream Variant</span>
</dd>"
rs137878	"<dd>
<span>TTLL8 : 500B Downstream Variant</span>
</dd>"
rs143553889	"<dd>
<span>TTLL8 : 500B Downstream Variant</span>
</dd>"
rs137879	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs75258143	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs150558024	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs182237446	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs186863655	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs138611929	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs191610727	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs77625006	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs115375055	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs149322833	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs144575407	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs181035123	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs76990074	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs117908569	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs137880	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs144182924	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs114315042	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs7288137	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs80257276	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs146065692	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs185447149	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs190256070	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs73893114	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs78523676	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs182147720	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs114396700	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs140066397	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs116077434	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs186752163	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs192168738	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs145386155	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs183943191	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs188505251	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs34394484	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs34971999	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs184714443	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs187126097	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs191899012	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs138099224	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs183714321	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs34837272	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs189265495	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs193221500	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs34507172	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs114875445	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs35982258	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs117957229	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs185558527	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs190815697	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs149798187	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs181499127	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs75401873	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs115010695	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs118145332	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs144708279	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs185989941	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs5771303	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs116750903	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs188458340	"<dd>
<span>TTLL8 : Non Coding Transcript Variant</span>
</dd>"
rs738332	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs181266754	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs116429525	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs185942201	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs190814096	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs183869898	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs12162653	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs150285134	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs144965477	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs191198574	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs182988403	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs187619729	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs191687835	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs8138301	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs147561257	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs62231923	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs137881	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs114200638	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs137882	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs137883	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs137884	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs182738833	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs187685769	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs76415456	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs192297394	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs137885	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs184633564	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs138423462	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs115305036	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs4838876	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs190312068	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs115356410	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs57258598	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs117236529	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs137886	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs137887	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs7288866	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs148855464	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs137888	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs192615209	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs143537508	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs5771305	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs9617052	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs9628309	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs184238765	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs80104849	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs141393902	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs188992722	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs73183330	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs116347964	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs181052426	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs150932171	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs139292378	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs138796250	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs115636826	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs147296518	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs186363061	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs190035595	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs79261352	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs180824745	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs60650480	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs73183332	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs116895583	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs137890	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs137891	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs140966862	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs186224115	"<dd>
<span>TTLL8 : Synonymous Variant</span>
</dd>"
rs113017952	"<dd>
<span>TTLL8 : Missense Variant</span>
</dd>"
rs144823885	"<dd>
<span>TTLL8 : Missense Variant</span>
</dd>"
rs56002730	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs58241964	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs190955037	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs72490256	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs13058546	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs55642966	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs9617054	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs35180179	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs137895	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs137896	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
rs137897	"<dd>
<span>TTLL8 : Intron Variant</span>
</dd>"
