rs value	gene name
rs28840684	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs77549310	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs148499914	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs116735347	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs187727207	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs193247471	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs73188926	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs185022200	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs143922184	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs57198842	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs140922826	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs144869866	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs187463789	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs147927962	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs192215706	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs184048531	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs189859822	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs79865452	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs180722556	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28645281	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs184433591	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs189362664	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs60225523	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs139428952	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs78047284	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs181821031	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs186415971	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs190370781	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs150056134	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs117553138	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28540936	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs145473867	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs148815527	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs181614471	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs113698185	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs111945246	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs191378132	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28638301	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28727897	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs145359371	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs187770792	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs146440524	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs115267647	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs73188928	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs190914190	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs140892578	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs183264860	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs144812546	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs187975038	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28869343	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs191970774	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28780804	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs73188929	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs184574979	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28883654	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs188540022	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs192907993	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs184899313	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28579250	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs189406912	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs180912409	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs115130676	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs138152688	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs112055666	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs80342148	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs147244337	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs139185684	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs143094046	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs144801614	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs184606518	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28500484	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs148552747	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs75823085	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs116200214	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs73439360	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs142984911	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs150683000	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs189353060	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs139099134	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs144015046	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs182005456	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs146417734	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28427872	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs186943552	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs143237891	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs190090337	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs145571521	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs73188930	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs4073477	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs76619176	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs148865872	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs143604367	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs181237645	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs4073478	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs74325797	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28627610	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs148072521	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs186405170	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs142263114	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs146435427	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs189732764	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs60266930	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs118062934	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs73188931	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs58971390	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs143134653	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs116421493	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs150842828	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs138278485	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs182306350	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs59162510	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs76001475	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28482133	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28651973	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs149602991	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs191004799	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs183556976	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs188575779	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs77524564	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs192975903	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs183146138	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs188073641	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs191107069	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs183586690	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs111881189	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs192398050	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs112646340	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28895367	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs59277654	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs190103461	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs181808104	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs186303877	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs188710755	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28710108	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs139793065	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs181413651	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs185301040	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs189962805	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28858209	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs115553451	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs142118665	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs114502098	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs34526662	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs151156961	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs140192825	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs66721116	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs118069320	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs79687088	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs142304789	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs184005007	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs12158244	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs187277479	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs191727981	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs183453205	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs75902412	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs146101209	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs187497873	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs147880922	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs191658942	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs182620451	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs141506041	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs186598252	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs191339054	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs12163472	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs7511088	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs143713121	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs185573196	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs75156814	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs190391002	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs73439371	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs193027691	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs185134444	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs76513894	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs189262524	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs181186455	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs184297382	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs34217450	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs188161252	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs180964810	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs187206991	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs192001279	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs111513845	N/A
rs182583081	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs138936534	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs8135489	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs185773911	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs10775809	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs142258178	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs7288680	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs146381026	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs10775810	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs190622297	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs60708277	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs139814492	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs182405231	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs187089990	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs190847125	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs182606385	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs149257167	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs113155514	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs188024331	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs193095011	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs141515200	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs12167247	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs9616956	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs12166420	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs9616826	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs187467394	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs192231392	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs145422594	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs79496165	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs188696873	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs8138238	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs180720672	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs147838603	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs111873272	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs189561703	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs182021767	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs140392469	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs186313347	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs112112522	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs8141888	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs8136402	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs150413877	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs190386348	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs181559035	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs145171819	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs185306031	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs12168211	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs191141948	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs183456089	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs187530807	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs78649731	"<dd>
<span>PPP6R2 : 5 Prime UTR Variant</span>
</dd>"
rs142095358	"<dd>
<span>PPP6R2 : 5 Prime UTR Variant</span>
</dd>"
rs73188939	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs191169904	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs8139075	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs8141303	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs141999025	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs150726560	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs139007703	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs113754609	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs183267699	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs187988848	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs12158541	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs140511926	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs144464105	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs191975564	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs8143155	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs147822134	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs76028323	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs188829536	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs148491370	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs192627550	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs185009881	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs56929421	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs189028807	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs111769766	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs67980306	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs192754882	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs151040168	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs184522905	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs12158890	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs146830798	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs79125300	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs116093398	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs117340146	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs114824019	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs76678861	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs140605403	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs118110322	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs116921674	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs114025908	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs145830915	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs189353409	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs79885286	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs76208846	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs149224511	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs115074754	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs8142229	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs143376978	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs182008719	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs8140369	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs185853195	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs147983905	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs7290471	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs7284088	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs181222958	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs186623389	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs147140206	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs190679742	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs182316011	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs73188943	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs138767433	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs142744947	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs186314149	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs191010687	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs183489995	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs188303479	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs147410128	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs193168609	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs182847635	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs7287079	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs139128192	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs149959130	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs6520143	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs117122251	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs117800321	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs79063910	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs7511047	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs75998831	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs148689711	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs78400531	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs12158353	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs188272551	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs111817105	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs116264025	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs191119346	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs140625444	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs144264227	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs183592446	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs7284516	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs188336273	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs192411869	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs151094468	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs185825620	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs189860179	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs115990446	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs141022620	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs182069182	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs117865134	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs186172855	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs114881038	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs189888590	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs74664523	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs150272161	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs138983500	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs181416593	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs141851202	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs145806163	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs113587332	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs185309322	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs7287773	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs78575967	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs189973995	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs111772357	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs112350524	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs113578696	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs113502808	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs150559721	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28472552	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs139652235	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs28705273	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs187504951	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs34697790	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs191385533	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs112388531	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs148743123	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
rs142427081	"<dd>
<span>PPP6R2 : Intron Variant</span>
</dd>"
