rs value	gene name
rs192314819	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs35871037	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs9617142	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs139001425	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs140733497	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs184653637	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs5771348	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs76845415	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs77481293	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs190335186	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs150085017	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs193284304	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs138414347	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs184210431	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs188964343	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs75450062	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs183973008	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs113833242	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs190000243	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs180802101	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs35110809	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs73183380	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs138025442	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs5771142	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2076127	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs11568181	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs5771349	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs73893124	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs11568179	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs75474964	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs111258391	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs186195606	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs191868824	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs7511496	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs7510819	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs7511240	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs4292181	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs139229833	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs149986667	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs4311156	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs73183381	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs73183383	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs145229513	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs141310305	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs181969448	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs113397439	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs185937171	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs143778137	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs5771143	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs5771144	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs146858469	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs190652398	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs5771145	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs5771351	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs5771352	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs143792577	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs112798629	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs183200517	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2076128	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2076129	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2076130	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs150302141	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2076131	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs73893125	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2076132	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2076133	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs35480507	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs116892654	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs137987114	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2076134	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2076135	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs143558056	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2076136	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs78868798	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs138875792	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs149299088	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs182496971	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs137922	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs148485925	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs55744828	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs187965558	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs193015584	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2294391	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs9680781	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2294392	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2294393	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs137923	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs184712343	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs140070162	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs187933409	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs143744887	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs192049311	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs77926752	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2294394	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs146816468	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs184453482	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs730215	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs117165126	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs9617059	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs189481269	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs11101959	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs8138590	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs181477315	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs184168170	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs189495397	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs73183392	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs7285511	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs5771358	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2235348	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs7285675	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs150039865	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs6010256	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs73893126	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs5771359	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs181775651	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs79770795	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs186432615	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs116843943	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs73183393	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs191201067	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs6010257	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs149225277	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs9617144	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs7290280	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs181550951	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs187096547	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2272832	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs191079330	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2038048	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs41302601	"<dd>
<span>MLC1 : Missense Variant</span>
</dd>"
rs147572634	"<dd>
<span>MLC1 : Missense Variant</span>
</dd>"
rs142062713	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs145824578	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs138735328	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs35691975	N/A
rs187431380	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs5771362	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs76093749	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs6010258	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs189693696	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs5771150	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs182330722	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs9617060	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs6010259	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs187699440	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs10696011	N/A
rs150355816	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs58026340	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs192614989	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs9617145	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs185057413	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs72571103	N/A
rs75982207	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs111816898	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs9628280	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs9628322	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs77008044	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs188721563	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs192560281	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs76282126	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs184899868	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs189785025	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs139999640	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs191396436	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs58496403	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs6010164	"<dd>
<span>MLC1 : Synonymous Variant</span>
</dd>"
rs6010165	"<dd>
<span>MLC1 : Synonymous Variant</span>
</dd>"
rs141964804	"<dd>
<span>MLC1 : Synonymous Variant</span>
</dd>"
rs4838882	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs183926683	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs146322059	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs189389154	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs6010166	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2076137	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2072874	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs6010260	"<dd>
<span>MLC1 : Missense Variant</span>
</dd>"
rs8140595	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs142911695	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs137926	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs151098860	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs79629611	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs145423455	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs111346078	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs181995608	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs186619155	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs190241052	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs181892989	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs186481365	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs190235520	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs182124182	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs185161194	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs190756753	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs184090620	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs188189602	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs4838816	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs76250491	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs193152394	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs183623885	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs187076798	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs141921576	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs191885385	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs183653205	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs8139713	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs8137999	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs145785670	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs188359569	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs147791251	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs75473585	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs11568176	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2235349	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs192394296	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs143544145	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs148045256	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs141735769	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs116571264	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs79301	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs11568172	"<dd>
<span>MLC1 : Synonymous Variant</span>
</dd>"
rs144839065	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs138766580	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2281114	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs141924887	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs146310975	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs185659429	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs9617146	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs190581802	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs181752946	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs144335640	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs186921363	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs137927	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs188415911	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs144833826	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs181269632	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs117693007	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs147947836	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs116939928	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs116712832	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs13053780	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs140213963	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs184892785	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs12484523	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs144182304	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs75992444	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs117919971	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs182726706	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs12484231	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs12484543	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs117218489	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs187372079	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs192048821	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs183592775	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs187554742	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs137928	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2235350	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2235351	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs8135837	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2235352	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs2235353	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs191674214	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs182679006	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs78365284	"<dd>
<span>MLC1 : Synonymous Variant</span>
</dd>"
rs144951333	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs9617062	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs9617147	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs187329011	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs13054047	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs9617063	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs11913905	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs192713453	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs149075999	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs137929	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs115902775	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs5771366	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs144796314	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs73185306	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs75672532	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs73185307	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs75694705	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs184470257	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs188997977	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs117090329	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs55751312	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs145633396	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs148099137	"<dd>
<span>MLC1 : Intron Variant</span>
</dd>"
rs193115579	"<dd>
<span>MLC1 : Missense Variant</span>
</dd>"
rs184241759	"<dd>
<span>MLC1 : Missense Variant</span>
</dd>"
rs141840641	"<dd>
<span>MLC1 : Non Coding Transcript Variant</span>
</dd>"
rs9628323	"<dd>
<span>MLC1 : Non Coding Transcript Variant</span>
</dd>"
rs11568171	"<dd>
<span>MLC1 : Non Coding Transcript Variant</span>
</dd>"
rs137930	"<dd>
<span>MLC1 : Non Coding Transcript Variant</span>
</dd>"
rs188951550	"<dd>
<span>MLC1 : Non Coding Transcript Variant</span>
</dd>"
rs150630892	"<dd>
<span>MLC1 : Non Coding Transcript Variant</span>
</dd>"
rs28362607	"<dd>
<span>MLC1 : Non Coding Transcript Variant</span>
</dd>"
rs181055975	"<dd>
<span>MLC1 : Non Coding Transcript Variant</span>
</dd>"
rs138821422	"<dd>
<span>MLC1 : Non Coding Transcript Variant</span>
</dd>"
rs2076126	"<dd>
<span>MLC1 : Non Coding Transcript Variant</span>
</dd>"
rs143181896	"<dd>
<span>MLC1 : Non Coding Transcript Variant</span>
</dd>"
rs117812810	"<dd>
<span>MLC1 : Non Coding Transcript Variant</span>
</dd>"
rs11447701	N/A
rs4838883	"<dd>
<span>MLC1 : 5 Prime UTR Variant</span>
</dd>"
rs183951294	"<dd>
<span>MLC1 : 5 Prime UTR Variant</span>
</dd>"
rs137932	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs114191900	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs114997341	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs147517725	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs188726703	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs140175863	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs137933	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs117238851	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs4838817	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs180796846	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs186083948	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs145708025	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs192139914	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs137934	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs137935	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs144441163	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs148391737	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs182198871	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs75563449	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs185898315	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs190612624	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs137936	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs4838819	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs183206357	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs187091047	"<dd>
<span>MLC1 : 2KB Upstream Variant</span>
</dd>"
rs191327730	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs182679440	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs6010167	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs187671614	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs193207640	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs137937	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs184740151	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs140931686	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs9617064	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs143359140	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs112542652	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs113944036	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs9617017	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs145509013	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs138093647	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs41283475	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs149129461	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs4838820	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs143249576	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs13057656	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs192080243	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs148319283	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs13054513	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs143148305	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs147508608	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs138510226	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs143998223	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs184432243	"<dd>
<span>MOV10L1 : 2KB Upstream Variant</span>
</dd>"
rs189779293	"<dd>
<span>MOV10L1 : Non Coding Transcript Variant</span>
</dd>"
rs13058235	"<dd>
<span>MOV10L1 : Non Coding Transcript Variant</span>
</dd>"
rs12628964	"<dd>
<span>MOV10L1 : Missense Variant</span>
</dd>"
rs117477158	"<dd>
<span>MOV10L1 : Intron Variant</span>
</dd>"
rs114175998	"<dd>
<span>MOV10L1 : Intron Variant</span>
</dd>"
rs181326638	"<dd>
<span>MOV10L1 : Intron Variant</span>
</dd>"
rs140007445	"<dd>
<span>MOV10L1 : Intron Variant</span>
</dd>"
rs184330045	"<dd>
<span>MOV10L1 : Intron Variant</span>
</dd>"
rs9617018	"<dd>
<span>MOV10L1 : Synonymous Variant</span>
</dd>"
rs149871903	"<dd>
<span>MOV10L1 : Intron Variant</span>
</dd>"
rs143891230	"<dd>
<span>MOV10L1 : Intron Variant</span>
</dd>"
rs13054036	"<dd>
<span>MOV10L1 : Intron Variant</span>
</dd>"
rs189175415	"<dd>
<span>MOV10L1 : Intron Variant</span>
</dd>"
rs75961653	"<dd>
<span>MOV10L1 : Intron Variant</span>
</dd>"
rs8142824	"<dd>
<span>MOV10L1 : Intron Variant</span>
</dd>"
rs8140485	"<dd>
<span>MOV10L1 : Intron Variant</span>
</dd>"
